Date, Time, Open, High, Low, Last, Volume, NumberOfTrades, BidVolume, AskVolume
2024/1/19, 08:44:02.574, 4843.25, 4844.00, 4842.00, 4842.00, 3920, 2639, 2008, 1912
2024/1/19, 08:46:25.058, 4841.75, 4842.50, 4840.50, 4842.50, 2288, 1535, 1157, 1131
2024/1/19, 08:47:09.950, 4842.75, 4843.75, 4841.75, 4843.75, 6363, 4076, 3073, 3290
2024/1/19, 08:51:33.192, 4844.00, 4845.25, 4843.25, 4845.25, 6281, 3946, 2828, 3453
2024/1/19, 08:54:37.475, 4845.50, 4847.00, 4845.00, 4847.00, 2995, 1836, 953, 2042
2024/1/19, 08:55:17.465, 4847.25, 4847.75, 4845.75, 4847.75, 9549, 5666, 4584, 4965
2024/1/19, 08:59:23.356, 4848.00, 4848.75, 4846.75, 4846.75, 9548, 5301, 4511, 5037
2024/1/19, 09:02:38.526, 4846.50, 4847.00, 4845.00, 4845.00, 3324, 1976, 1971, 1353
2024/1/19, 09:03:18.407, 4844.75, 4845.50, 4843.50, 4845.50, 5454, 3235, 2771, 2683
2024/1/19, 09:05:00.033, 4845.75, 4847.25, 4845.25, 4847.25, 4120, 2708, 1921, 2199
2024/1/19, 09:07:23.975, 4847.50, 4849.00, 4847.00, 4849.00, 4150, 2453, 1721, 2429
2024/1/19, 09:08:44.725, 4849.25, 4850.00, 4848.00, 4850.00, 8517, 5211, 4128, 4389
2024/1/19, 09:12:51.890, 4850.25, 4851.50, 4849.50, 4851.50, 5806, 2977, 2140, 3666
2024/1/19, 09:13:52.636, 4851.75, 4852.50, 4850.50, 4852.50, 7735, 4308, 3267, 4468
2024/1/19, 09:15:56.147, 4852.75, 4854.50, 4852.50, 4854.50, 6449, 3078, 2165, 4284
2024/1/19, 09:17:06.923, 4854.75, 4855.50, 4853.50, 4853.50, 6557, 3179, 3270, 3287
2024/1/19, 09:18:22.869, 4853.25, 4853.50, 4851.50, 4853.50, 6320, 3592, 3316, 3004
2024/1/19, 09:20:20.428, 4853.75, 4855.50, 4853.50, 4855.50, 4642, 2600, 2004, 2638
2024/1/19, 09:22:43.780, 4855.75, 4856.75, 4854.75, 4854.75, 6231, 3625, 3158, 3073
2024/1/19, 09:25:13.156, 4854.50, 4855.75, 4853.75, 4855.75, 7105, 4111, 3550, 3555
2024/1/19, 09:28:56.766, 4856.00, 4857.75, 4855.75, 4857.75, 9100, 4732, 3648, 5452
2024/1/19, 09:32:18.040, 4858.00, 4858.50, 4856.50, 4858.50, 7489, 4266, 3902, 3587
2024/1/19, 09:35:47.557, 4858.75, 4860.25, 4858.25, 4858.25, 7028, 3517, 3088, 3940
2024/1/19, 09:38:16.810, 4858.00, 4859.25, 4857.25, 4859.25, 3157, 1856, 1618, 1539
2024/1/19, 09:39:10.865, 4859.50, 4860.50, 4858.50, 4860.50, 10217, 5814, 5236, 4981
2024/1/19, 09:43:58.630, 4860.75, 4861.50, 4859.50, 4859.50, 8491, 4897, 4281, 4210
2024/1/19, 09:47:58.606, 4859.25, 4860.25, 4858.25, 4860.25, 5032, 2812, 2702, 2330
2024/1/19, 09:50:02.382, 4860.50, 4860.50, 4858.50, 4858.50, 3885, 2347, 2123, 1762
2024/1/19, 09:52:09.239, 4858.25, 4860.00, 4858.00, 4860.00, 3878, 2285, 1885, 1993
2024/1/19, 09:54:26.695, 4860.25, 4861.50, 4859.50, 4861.50, 2216, 1358, 889, 1327
2024/1/19, 09:55:31.765, 4861.75, 4862.75, 4860.75, 4862.75, 6946, 3980, 3584, 3362
2024/1/19, 09:57:56.034, 4863.00, 4864.25, 4862.25, 4862.25, 10140, 5486, 5369, 4771
2024/1/19, 10:01:41.032, 4862.00, 4864.00, 4862.00, 4864.00, 3799, 2024, 1617, 2182
2024/1/19, 10:03:36.359, 4864.25, 4865.50, 4863.50, 4865.50, 9139, 4551, 3616, 5523
2024/1/19, 10:06:36.417, 4865.75, 4866.00, 4864.00, 4866.00, 9131, 4895, 4594, 4537
2024/1/19, 10:10:19.640, 4866.25, 4868.00, 4866.00, 4868.00, 9674, 5168, 4282, 5392
2024/1/19, 10:13:33.679, 4868.25, 4870.00, 4868.00, 4870.00, 3500, 1727, 1367, 2133
2024/1/19, 10:14:15.017, 4870.25, 4870.25, 4868.25, 4868.25, 5480, 2865, 3123, 2357
2024/1/19, 10:15:34.466, 4868.00, 4869.75, 4867.75, 4867.75, 3034, 1637, 1633, 1401
2024/1/19, 10:16:24.216, 4867.50, 4868.50, 4866.50, 4866.50, 7874, 4630, 4402, 3472
2024/1/19, 10:19:12.798, 4866.25, 4866.50, 4864.50, 4864.50, 5466, 3143, 2966, 2500
2024/1/19, 10:20:24.114, 4864.25, 4865.75, 4863.75, 4865.75, 3883, 2452, 1882, 2001
2024/1/19, 10:21:56.422, 4866.00, 4867.50, 4865.50, 4867.50, 2072, 1247, 764, 1308
2024/1/19, 10:22:32.617, 4867.75, 4868.75, 4866.75, 4868.75, 8055, 4762, 3757, 4298
2024/1/19, 10:26:22.207, 4869.00, 4870.50, 4868.50, 4870.50, 2919, 1672, 1173, 1746
2024/1/19, 10:27:45.720, 4870.75, 4872.50, 4870.50, 4872.50, 5701, 3107, 2706, 2995
2024/1/19, 10:29:06.681, 4872.75, 4874.25, 4872.25, 4872.25, 1708, 886, 688, 1020
2024/1/19, 10:29:08.480, 4872.00, 4872.00, 4870.00, 4870.00, 1302, 582, 1302, 0
2024/1/19, 10:29:08.481, 4869.75, 4870.50, 4868.50, 4868.50, 5026, 2257, 1866, 3160
2024/1/19, 10:29:17.069, 4868.25, 4869.25, 4867.25, 4867.25, 3382, 2037, 1977, 1405
2024/1/19, 10:29:41.159, 4867.00, 4867.00, 4865.00, 4865.00, 1122, 560, 1122, 0
2024/1/19, 10:29:41.160, 4864.75, 4866.50, 4864.50, 4866.50, 5524, 2490, 1891, 3633
2024/1/19, 10:30:00.100, 4866.75, 4867.75, 4865.75, 4865.75, 3279, 1966, 1828, 1451
2024/1/19, 10:30:42.735, 4865.50, 4866.00, 4864.00, 4864.00, 3175, 1922, 1744, 1431
2024/1/19, 10:31:18.458, 4863.75, 4864.50, 4862.50, 4864.50, 2359, 1488, 1209, 1150
2024/1/19, 10:31:38.891, 4864.75, 4865.25, 4863.25, 4865.25, 2356, 1468, 1026, 1330
2024/1/19, 10:32:14.223, 4865.50, 4866.50, 4864.50, 4864.50, 3003, 1983, 1517, 1486
2024/1/19, 10:33:28.631, 4864.25, 4865.25, 4863.25, 4863.25, 2376, 1514, 1194, 1182
2024/1/19, 10:34:18.096, 4863.00, 4863.25, 4861.25, 4863.25, 3741, 2452, 1906, 1835
2024/1/19, 10:34:53.216, 4863.50, 4864.25, 4862.25, 4862.25, 2111, 1207, 1241, 870
2024/1/19, 10:35:15.126, 4862.00, 4862.25, 4860.25, 4860.25, 7692, 3792, 3425, 4267
2024/1/19, 10:36:19.354, 4860.00, 4861.75, 4859.75, 4861.75, 1913, 1141, 802, 1111
2024/1/19, 10:36:51.404, 4862.00, 4864.00, 4862.00, 4864.00, 3229, 2005, 1359, 1870
2024/1/19, 10:37:34.204, 4864.25, 4865.25, 4863.25, 4865.25, 3730, 2265, 1620, 2110
2024/1/19, 10:39:07.918, 4865.50, 4867.00, 4865.00, 4867.00, 3758, 2560, 1641, 2117
2024/1/19, 10:40:16.551, 4867.25, 4868.50, 4866.50, 4866.50, 6938, 4347, 3307, 3631
2024/1/19, 10:42:33.323, 4866.25, 4866.50, 4864.50, 4864.50, 1773, 1095, 1201, 572
2024/1/19, 10:42:52.768, 4864.25, 4864.75, 4862.75, 4864.75, 3414, 1969, 1659, 1755
2024/1/19, 10:43:19.069, 4865.00, 4866.50, 4864.50, 4866.50, 3642, 2353, 1748, 1894
2024/1/19, 10:45:22.953, 4866.75, 4868.25, 4866.25, 4866.25, 4265, 2848, 2070, 2195
2024/1/19, 10:47:33.084, 4866.00, 4866.00, 4864.00, 4864.00, 2435, 1454, 1361, 1074
2024/1/19, 10:47:59.110, 4863.75, 4864.75, 4862.75, 4864.75, 2197, 992, 852, 1345
2024/1/19, 10:48:10.100, 4865.00, 4867.00, 4865.00, 4867.00, 1538, 880, 631, 907
2024/1/19, 10:48:54.276, 4867.25, 4868.00, 4866.00, 4866.00, 5205, 3526, 2666, 2539
2024/1/19, 10:51:35.149, 4865.75, 4866.50, 4864.50, 4864.50, 2671, 1842, 1404, 1267
2024/1/19, 10:52:57.785, 4864.25, 4865.75, 4863.75, 4865.75, 1603, 991, 746, 857
2024/1/19, 10:53:24.473, 4866.00, 4867.25, 4865.25, 4867.25, 3515, 2207, 1471, 2044
2024/1/19, 10:55:30.750, 4867.50, 4868.75, 4866.75, 4868.75, 5079, 3511, 2095, 2984
2024/1/19, 10:58:58.573, 4869.00, 4869.25, 4867.25, 4867.25, 6379, 3914, 3102, 3277
2024/1/19, 11:01:20.446, 4867.00, 4869.00, 4867.00, 4869.00, 938, 597, 362, 576
2024/1/19, 11:01:40.842, 4869.25, 4870.50, 4868.50, 4870.50, 4871, 2884, 2063, 2808
2024/1/19, 11:03:30.008, 4870.75, 4871.75, 4869.75, 4869.75, 1925, 1195, 1098, 827
2024/1/19, 11:03:47.094, 4869.50, 4871.00, 4869.00, 4869.00, 2320, 1369, 1610, 710
2024/1/19, 11:04:00.117, 4868.75, 4870.50, 4868.50, 4870.50, 1860, 1157, 980, 880
2024/1/19, 11:04:11.737, 4870.75, 4872.25, 4870.25, 4870.25, 2836, 1965, 1609, 1227
2024/1/19, 11:04:57.644, 4870.00, 4871.00, 4869.00, 4871.00, 6459, 4210, 3049, 3410
2024/1/19, 11:07:44.845, 4871.25, 4872.00, 4870.00, 4870.00, 2847, 1712, 1524, 1323
2024/1/19, 11:08:42.168, 4869.75, 4871.00, 4869.00, 4869.00, 2853, 1877, 1527, 1326
2024/1/19, 11:10:05.652, 4868.75, 4869.50, 4867.50, 4869.50, 1411, 954, 801, 610
2024/1/19, 11:10:31.352, 4869.75, 4869.75, 4867.75, 4867.75, 1172, 789, 660, 512
2024/1/19, 11:11:14.328, 4867.50, 4869.50, 4867.50, 4869.50, 2990, 1982, 1231, 1759
2024/1/19, 11:12:26.893, 4869.75, 4870.25, 4868.25, 4868.25, 4528, 2960, 2052, 2476
2024/1/19, 11:14:26.846, 4868.00, 4870.00, 4868.00, 4870.00, 2653, 1655, 1207, 1446
2024/1/19, 11:15:41.801, 4870.25, 4870.75, 4868.75, 4868.75, 4195, 2769, 2017, 2178
2024/1/19, 11:17:59.342, 4868.50, 4870.00, 4868.00, 4868.00, 2320, 1530, 1144, 1176
2024/1/19, 11:19:12.703, 4867.75, 4869.25, 4867.25, 4869.25, 1895, 1323, 857, 1038
2024/1/19, 11:20:04.637, 4869.50, 4869.75, 4867.75, 4867.75, 1571, 1015, 868, 703
2024/1/19, 11:20:46.696, 4867.50, 4868.00, 4866.00, 4866.00, 3278, 2015, 1868, 1410
2024/1/19, 11:22:16.420, 4865.75, 4867.50, 4865.50, 4867.50, 2070, 1261, 995, 1075
2024/1/19, 11:23:01.891, 4867.75, 4868.00, 4866.00, 4866.00, 1809, 1167, 980, 829
2024/1/19, 11:24:03.377, 4865.75, 4866.50, 4864.50, 4866.50, 3690, 2378, 1817, 1873
2024/1/19, 11:25:30.018, 4866.75, 4868.00, 4866.00, 4868.00, 4199, 2631, 1876, 2323
2024/1/19, 11:27:20.473, 4868.25, 4869.50, 4867.50, 4867.50, 7024, 4417, 3460, 3564
2024/1/19, 11:30:19.429, 4867.25, 4868.50, 4866.50, 4868.50, 9449, 5268, 4424, 5025
2024/1/19, 11:33:51.652, 4868.75, 4870.25, 4868.25, 4870.25, 3403, 1964, 1497, 1906
2024/1/19, 11:35:10.427, 4870.50, 4870.75, 4868.75, 4868.75, 3414, 2054, 1834, 1580
2024/1/19, 11:36:18.968, 4868.50, 4869.75, 4867.75, 4867.75, 3500, 2244, 1980, 1520
2024/1/19, 11:37:52.748, 4867.50, 4868.50, 4866.50, 4866.50, 5396, 3439, 2837, 2559
2024/1/19, 11:40:28.205, 4866.25, 4868.00, 4866.00, 4868.00, 3575, 1792, 1319, 2256
2024/1/19, 11:41:38.260, 4868.25, 4868.75, 4866.75, 4866.75, 7610, 4485, 3794, 3816
2024/1/19, 11:44:18.621, 4866.50, 4867.00, 4865.00, 4867.00, 4169, 2380, 2147, 2022
2024/1/19, 11:45:15.753, 4867.25, 4868.25, 4866.25, 4868.25, 2881, 1847, 1267, 1614
2024/1/19, 11:46:14.559, 4868.50, 4869.00, 4867.00, 4867.00, 5392, 3427, 2746, 2646
2024/1/19, 11:48:11.854, 4866.75, 4867.75, 4865.75, 4867.75, 4079, 2565, 1961, 2118
2024/1/19, 11:49:23.536, 4868.00, 4869.50, 4867.50, 4867.50, 8355, 5326, 3952, 4403
2024/1/19, 11:51:06.163, 4867.25, 4868.50, 4866.50, 4868.50, 4504, 2565, 2045, 2459
2024/1/19, 11:52:25.862, 4868.75, 4869.00, 4867.00, 4869.00, 7230, 4173, 3479, 3751
2024/1/19, 11:54:40.105, 4869.25, 4870.75, 4868.75, 4870.75, 2951, 1692, 1062, 1889
2024/1/19, 11:54:58.357, 4871.00, 4871.50, 4869.50, 4869.50, 4754, 2780, 2420, 2334
2024/1/19, 11:55:32.738, 4869.25, 4870.25, 4868.25, 4868.25, 16457, 9500, 8675, 7782
2024/1/19, 11:58:30.088, 4868.00, 4869.00, 4867.00, 4869.00, 10999, 4849, 5491, 5508
2024/1/19, 11:59:06.337, 4869.25, 4869.50, 4867.50, 4867.50, 4630, 1783, 3120, 1510
2024/1/19, 11:59:21.744, 4867.25, 4868.75, 4866.75, 4868.75, 13779, 4482, 6692, 7087
2024/1/19, 11:59:48.409, 4869.00, 4870.75, 4868.75, 4870.75, 26718, 6600, 12606, 14112
2024/1/19, 11:59:59.523, 4871.00, 4871.75, 4869.75, 4869.75, 9353, 2431, 4533, 4820
2024/1/19, 12:00:00.511, 4869.50, 4869.50, 4867.50, 4869.50, 8648, 2738, 3865, 4783
2024/1/19, 12:00:11.485, 4869.75, 4871.00, 4869.00, 4871.00, 4732, 1800, 1760, 2972
2024/1/19, 12:00:26.516, 4871.25, 4872.25, 4870.25, 4872.25, 10502, 4875, 4753, 5749
2024/1/19, 12:02:10.010, 4872.50, 4874.00, 4872.00, 4872.00, 20653, 9692, 10295, 10358
2024/1/19, 12:11:23.617, 4871.75, 4872.25, 4870.25, 4870.25, 9562, 4278, 4633, 4929
2024/1/19, 12:21:58.120, 4870.00, 4871.75, 4869.75, 4871.75, 2518, 970, 839, 1679
2024/1/19, 12:26:47.417, 4872.00, 4874.00, 4872.00, 4874.00, 2734, 1314, 1127, 1607
2024/1/19, 12:36:12.747, 4874.25, 4874.25, 4872.25, 4872.25, 23987, 4354, 19934, 4053
2024/1/19, 12:57:37.016, 4872.00, 4872.25, 4870.25, 4870.25, 11473, 1021, 10704, 769
2024/1/19, 12:59:40.321, 4870.00, 4871.75, 4869.75, 4869.75, 3721, 301, 3567, 154
2024/1/22, 05:30:00, 4885.75, 4887.00, 4885.00, 4887.00, 6329, 4109, 2861, 3468
2024/1/22, 05:30:30.105, 4887.25, 4887.50, 4885.50, 4887.50, 10316, 6200, 5399, 4917
2024/1/22, 05:31:47.205, 4887.75, 4889.25, 4887.25, 4889.25, 5609, 3580, 2299, 3310
2024/1/22, 05:32:26.658, 4889.50, 4891.25, 4889.25, 4891.25, 6548, 4126, 2578, 3970
2024/1/22, 05:33:23.153, 4891.50, 4892.50, 4890.50, 4892.50, 4300, 2610, 1886, 2414
2024/1/22, 05:33:58.833, 4892.75, 4893.75, 4891.75, 4893.75, 4664, 2589, 1849, 2815
2024/1/22, 05:34:36.254, 4894.00, 4895.25, 4893.25, 4893.25, 10834, 6373, 5327, 5507
2024/1/22, 05:36:07.816, 4893.00, 4893.25, 4891.25, 4891.25, 5914, 3745, 3212, 2702
2024/1/22, 05:36:58.360, 4891.00, 4892.50, 4890.50, 4892.50, 2513, 1424, 1141, 1372
2024/1/22, 05:37:19.691, 4892.75, 4894.00, 4892.00, 4892.00, 7441, 4462, 3688, 3753
2024/1/22, 05:38:46.648, 4891.75, 4893.75, 4891.75, 4893.75, 1926, 1126, 695, 1231
2024/1/22, 05:39:12.636, 4894.00, 4895.00, 4893.00, 4893.00, 12059, 6980, 6314, 5745
2024/1/22, 05:41:15.422, 4892.75, 4893.50, 4891.50, 4891.50, 4938, 3026, 2921, 2017
2024/1/22, 05:42:19.051, 4891.25, 4892.00, 4890.00, 4890.00, 5564, 3437, 3064, 2500
2024/1/22, 05:43:12.675, 4889.75, 4890.75, 4888.75, 4890.75, 5156, 3200, 2587, 2569
2024/1/22, 05:44:05.502, 4891.00, 4891.00, 4889.00, 4891.00, 4301, 2880, 2125, 2176
2024/1/22, 05:45:00.252, 4891.25, 4891.25, 4889.25, 4891.25, 4179, 2668, 1984, 2195
2024/1/22, 05:45:41.719, 4891.50, 4893.00, 4891.00, 4893.00, 2474, 1584, 901, 1573
2024/1/22, 05:46:06.933, 4893.25, 4894.50, 4892.50, 4894.50, 8579, 5173, 4152, 4427
2024/1/22, 05:47:39.683, 4894.75, 4895.00, 4893.00, 4895.00, 14957, 9426, 6950, 8007
2024/1/22, 05:51:03.518, 4895.25, 4896.25, 4894.25, 4896.25, 10231, 6797, 4394, 5837
2024/1/22, 05:53:27.033, 4896.50, 4898.00, 4896.00, 4896.00, 17194, 10741, 8427, 8767
2024/1/22, 05:57:22.375, 4895.75, 4896.00, 4894.00, 4894.00, 3553, 2250, 2111, 1442
2024/1/22, 05:58:01.906, 4893.75, 4895.00, 4893.00, 4895.00, 7657, 4589, 3865, 3792
2024/1/22, 05:59:40.849, 4895.25, 4897.00, 4895.00, 4897.00, 1877, 1273, 668, 1209
2024/1/22, 06:00:00.855, 4897.25, 4898.25, 4896.25, 4896.25, 5771, 3661, 2979, 2792
2024/1/22, 06:00:50.632, 4896.00, 4898.00, 4896.00, 4898.00, 6600, 4239, 2948, 3652
2024/1/22, 06:02:04.706, 4898.25, 4898.25, 4896.25, 4896.25, 2008, 1073, 1393, 615
2024/1/22, 06:02:17.006, 4896.00, 4896.00, 4894.00, 4894.00, 3072, 1518, 1518, 1554
2024/1/22, 06:02:20.844, 4893.75, 4895.75, 4893.75, 4893.75, 4319, 2349, 1746, 2573
2024/1/22, 06:02:44.350, 4893.50, 4895.00, 4893.00, 4893.00, 7877, 4998, 4377, 3500
2024/1/22, 06:04:12.785, 4892.75, 4893.50, 4891.50, 4891.50, 1994, 1084, 1562, 432
2024/1/22, 06:04:21.645, 4891.25, 4891.25, 4889.25, 4889.25, 6985, 3617, 3975, 3010
2024/1/22, 06:04:37.136, 4889.00, 4890.75, 4888.75, 4888.75, 8704, 3928, 3606, 5098
2024/1/22, 06:05:22.829, 4888.50, 4890.50, 4888.50, 4890.50, 1361, 952, 599, 762
2024/1/22, 06:05:42.093, 4890.75, 4892.75, 4890.75, 4892.75, 1862, 1400, 789, 1073
2024/1/22, 06:06:04.061, 4893.00, 4894.75, 4892.75, 4894.75, 3073, 2076, 1342, 1731
2024/1/22, 06:06:33.334, 4895.00, 4895.25, 4893.25, 4893.25, 1423, 981, 849, 574
2024/1/22, 06:06:58.958, 4893.00, 4894.00, 4892.00, 4892.00, 2133, 1608, 1257, 876
2024/1/22, 06:07:31.209, 4891.75, 4893.75, 4891.75, 4893.75, 4696, 3270, 2255, 2441
2024/1/22, 06:09:05.677, 4894.00, 4895.25, 4893.25, 4895.25, 3055, 2059, 1221, 1834
2024/1/22, 06:10:09.833, 4895.50, 4896.50, 4894.50, 4894.50, 1675, 1128, 691, 984
2024/1/22, 06:10:31.904, 4894.25, 4895.00, 4893.00, 4893.00, 1814, 1400, 1075, 739
2024/1/22, 06:11:09.729, 4892.75, 4894.25, 4892.25, 4894.25, 3108, 2201, 1569, 1539
2024/1/22, 06:12:23.886, 4894.50, 4895.50, 4893.50, 4895.50, 4525, 3153, 2076, 2449
2024/1/22, 06:14:10.844, 4895.75, 4896.50, 4894.50, 4896.50, 4583, 3053, 2188, 2395
2024/1/22, 06:15:40.793, 4896.75, 4896.75, 4894.75, 4894.75, 4206, 2941, 2377, 1829
2024/1/22, 06:16:47.904, 4894.50, 4895.75, 4893.75, 4893.75, 1814, 1305, 965, 849
2024/1/22, 06:17:29.772, 4893.50, 4895.50, 4893.50, 4895.50, 817, 571, 324, 493
2024/1/22, 06:17:44.395, 4895.75, 4895.75, 4893.75, 4893.75, 2388, 1676, 1158, 1230
2024/1/22, 06:18:50.457, 4893.50, 4894.50, 4892.50, 4892.50, 4034, 2634, 2062, 1972
2024/1/22, 06:19:49.943, 4892.25, 4893.25, 4891.25, 4893.25, 2052, 1394, 1010, 1042
2024/1/22, 06:20:13.316, 4893.50, 4893.50, 4891.50, 4891.50, 717, 537, 470, 247
2024/1/22, 06:20:28.856, 4891.25, 4892.75, 4890.75, 4892.75, 2084, 1463, 1001, 1083
2024/1/22, 06:21:04.354, 4893.00, 4894.00, 4892.00, 4892.00, 4780, 3056, 2515, 2265
2024/1/22, 06:22:02.408, 4891.75, 4893.50, 4891.50, 4891.50, 3094, 2022, 1487, 1607
2024/1/22, 06:22:52.086, 4891.25, 4892.00, 4890.00, 4892.00, 7729, 4383, 2857, 4872
2024/1/22, 06:24:35.734, 4892.25, 4894.00, 4892.00, 4894.00, 2671, 1690, 925, 1746
2024/1/22, 06:25:11.039, 4894.25, 4895.25, 4893.25, 4893.25, 7979, 4958, 4073, 3906
2024/1/22, 06:27:22.861, 4893.00, 4893.75, 4891.75, 4891.75, 1329, 922, 839, 490
2024/1/22, 06:27:44.897, 4891.50, 4892.75, 4890.75, 4890.75, 3600, 2475, 1830, 1770
2024/1/22, 06:28:47.731, 4890.50, 4890.50, 4888.50, 4890.50, 4616, 2601, 2340, 2276
2024/1/22, 06:29:20.619, 4890.75, 4891.00, 4889.00, 4889.00, 4507, 3233, 2297, 2210
2024/1/22, 06:30:21.975, 4888.75, 4889.75, 4887.75, 4887.75, 2064, 1493, 1226, 838
2024/1/22, 06:30:42.686, 4887.50, 4888.25, 4886.25, 4886.25, 5390, 3564, 3044, 2346
2024/1/22, 06:31:19.221, 4886.00, 4887.25, 4885.25, 4887.25, 1384, 935, 910, 474
2024/1/22, 06:31:26.941, 4887.50, 4888.00, 4886.00, 4886.00, 1301, 951, 749, 552
2024/1/22, 06:31:54.306, 4885.75, 4887.50, 4885.50, 4885.50, 1910, 1283, 1227, 683
2024/1/22, 06:32:14.408, 4885.25, 4886.00, 4884.00, 4884.00, 1713, 1073, 1214, 499
2024/1/22, 06:32:24.044, 4883.75, 4884.00, 4882.00, 4884.00, 1671, 588, 1666, 5
2024/1/22, 06:32:24.049, 4884.25, 4884.25, 4882.25, 4884.25, 2546, 1768, 1166, 1380
2024/1/22, 06:32:39.902, 4884.50, 4886.25, 4884.25, 4886.25, 1672, 1153, 737, 935
2024/1/22, 06:32:56.972, 4886.50, 4887.00, 4885.00, 4885.00, 2526, 1607, 1457, 1069
2024/1/22, 06:33:12.680, 4884.75, 4886.75, 4884.75, 4886.75, 1899, 1137, 694, 1205
2024/1/22, 06:33:34.138, 4887.00, 4889.00, 4887.00, 4887.00, 4309, 3065, 1953, 2356
2024/1/22, 06:34:28.065, 4886.75, 4887.00, 4885.00, 4885.00, 4440, 3316, 2378, 2062
2024/1/22, 06:35:44.125, 4884.75, 4886.25, 4884.25, 4886.25, 7007, 4262, 3271, 3736
2024/1/22, 06:37:19.102, 4886.50, 4887.50, 4885.50, 4887.50, 3167, 2006, 1337, 1830
2024/1/22, 06:38:08.358, 4887.75, 4889.00, 4887.00, 4887.00, 7456, 5054, 3736, 3720
2024/1/22, 06:40:36.977, 4886.75, 4887.50, 4885.50, 4887.50, 2863, 1998, 1394, 1469
2024/1/22, 06:41:36.240, 4887.75, 4888.75, 4886.75, 4886.75, 3691, 2423, 1936, 1755
2024/1/22, 06:42:56.236, 4886.50, 4888.50, 4886.50, 4888.50, 2257, 1485, 817, 1440
2024/1/22, 06:43:59.500, 4888.75, 4888.75, 4886.75, 4886.75, 1565, 1098, 821, 744
2024/1/22, 06:44:46.706, 4886.50, 4886.75, 4884.75, 4884.75, 2998, 1963, 1514, 1484
2024/1/22, 06:45:25.784, 4884.50, 4885.00, 4883.00, 4885.00, 6527, 3921, 3201, 3326
2024/1/22, 06:46:53.832, 4885.25, 4885.50, 4883.50, 4883.50, 783, 451, 544, 239
2024/1/22, 06:46:58.721, 4883.25, 4883.75, 4881.75, 4881.75, 4910, 1668, 1715, 3195
2024/1/22, 06:47:06.134, 4881.50, 4883.25, 4881.25, 4881.25, 6410, 4254, 3159, 3251
2024/1/22, 06:48:20.964, 4881.00, 4881.50, 4879.50, 4879.50, 2703, 1611, 1803, 900
2024/1/22, 06:48:40.001, 4879.25, 4881.25, 4879.25, 4881.25, 2168, 1429, 867, 1301
2024/1/22, 06:49:05.599, 4881.50, 4882.50, 4880.50, 4882.50, 4705, 3233, 2205, 2500
2024/1/22, 06:50:20.779, 4882.75, 4883.25, 4881.25, 4883.25, 3425, 2374, 1557, 1868
2024/1/22, 06:51:21.232, 4883.50, 4885.25, 4883.25, 4885.25, 4562, 3112, 2009, 2553
2024/1/22, 06:52:23.762, 4885.50, 4885.50, 4883.50, 4883.50, 8364, 5564, 4107, 4257
2024/1/22, 06:55:58.496, 4883.25, 4883.75, 4881.75, 4881.75, 2006, 1341, 1281, 725
2024/1/22, 06:56:24.780, 4881.50, 4882.25, 4880.25, 4882.25, 3306, 1668, 2062, 1244
2024/1/22, 06:56:45.594, 4882.50, 4883.25, 4881.25, 4881.25, 3865, 2826, 2018, 1847
2024/1/22, 06:58:17.942, 4881.00, 4881.50, 4879.50, 4881.50, 5499, 2490, 2210, 3289
2024/1/22, 06:58:51.203, 4881.75, 4883.00, 4881.00, 4881.00, 2407, 1633, 1147, 1260
2024/1/22, 06:59:43.108, 4880.75, 4881.75, 4879.75, 4879.75, 1562, 1074, 899, 663
2024/1/22, 07:00:18.174, 4879.50, 4880.50, 4878.50, 4878.50, 1168, 772, 818, 350
2024/1/22, 07:00:34.309, 4878.25, 4880.25, 4878.25, 4880.25, 3568, 2501, 1746, 1822
2024/1/22, 07:01:30.033, 4880.50, 4881.25, 4879.25, 4879.25, 2541, 1780, 1480, 1061
2024/1/22, 07:02:02.137, 4879.00, 4879.25, 4877.25, 4877.25, 1595, 1049, 1170, 425
2024/1/22, 07:02:09.500, 4877.00, 4878.75, 4876.75, 4878.75, 1530, 1023, 739, 791
2024/1/22, 07:02:25.437, 4879.00, 4879.00, 4877.00, 4877.00, 756, 357, 652, 104
2024/1/22, 07:02:25.601, 4876.75, 4877.25, 4875.25, 4877.25, 2773, 996, 2240, 533
2024/1/22, 07:02:30.311, 4877.50, 4879.00, 4877.00, 4879.00, 985, 623, 312, 673
2024/1/22, 07:02:49.992, 4879.25, 4880.00, 4878.00, 4878.00, 2621, 1853, 1395, 1226
2024/1/22, 07:03:49.616, 4877.75, 4879.25, 4877.25, 4879.25, 3301, 2401, 1628, 1673
2024/1/22, 07:05:18.606, 4879.50, 4881.50, 4879.50, 4881.50, 4034, 2905, 1734, 2300
2024/1/22, 07:06:27.506, 4881.75, 4883.25, 4881.25, 4881.25, 5665, 3848, 2665, 3000
2024/1/22, 07:08:09.061, 4881.00, 4882.25, 4880.25, 4882.25, 3109, 2271, 1469, 1640
2024/1/22, 07:09:51.993, 4882.50, 4883.50, 4881.50, 4881.50, 4328, 3020, 2293, 2035
2024/1/22, 07:11:28.523, 4881.25, 4883.25, 4881.25, 4883.25, 1273, 827, 522, 751
2024/1/22, 07:12:01.026, 4883.50, 4884.00, 4882.00, 4884.00, 4300, 3050, 1949, 2351
